,NEWID,Total expenses,Entertainment,Total Transportation cost,Total Housing,Total Food,Income before tax,Luxury expenses,FINATXEM,Income minus total expenses,possible savings
5384,3785591,5921.6669999999995,210.0,1554.0,1816.3329999999999,1560.0,20004,781.3339999999998,24093.0,101.58300000000054,33.86100000000018
5385,3785641,2726.6,0.0,200.0,1236.667,910.0,0,379.933,23497.8,3147.85,1049.2833333333333
5386,3785651,2209.633,135.0,268.0,661.0,433.3333,2660,712.2996999999998,23921.2,3770.6670000000004,1256.8890000000001
5387,3785661,8673.333,495.0,1186.0,2715.333,1386.6667,37800,2890.3333000000002,37800.0,776.6669999999995,258.88899999999984
5388,3785731,5016.667,0.0,0.0,2473.333,2426.6667,1040,116.66730000000007,1456.0,-4652.667,-1550.8890000000001
5389,3785741,11542.5,499.0,1395.0,3713.0,1560.0,89000,4375.5,78016.0,7961.5,2653.8333333333335
5390,3785751,7043.0,411.0,847.0,1472.6670000000001,980.0,25451,3332.3329999999996,25287.0,-721.25,-240.41666666666666
5391,3785761,3653.833,102.0,562.0,1690.0,916.6667,8450,383.1663000000003,8450.0,-1541.333,-513.7776666666667
5392,3785771,4099.333,95.0,723.0,1944.0,303.3333,32000,1033.9996999999994,35600.0,4800.667,1600.2223333333334
5393,3785781,14874.1,1573.0,2366.0,4229.0,2990.0,74126,3716.1000000000004,70410.2,2728.449999999999,909.483333333333
5394,3785791,17040.533,1503.0,1727.3329999999999,7724.6669999999995,2356.3333,70000,3729.199699999999,94630.4,6617.066999999999,2205.689
5395,3785804,6888.391,36.0,825.3330000000001,1241.333,1837.3333,106228,2948.391699999999,102336.0,18695.609,6231.8696666666665
5396,3785811,1289.333,237.0,43.333,755.6669999999999,147.3333,14908,105.99970000000008,14908.0,2437.667,812.5556666666666
5397,3785821,13771.458,1048.0,2349.667,4066.667,2006.6667,82000,4300.4573,84828.0,7435.5419999999995,2478.5139999999997
5398,3785851,18101.391,401.0,1797.0,8804.0,1965.0,1060133,5134.391,-189719.8,-65531.341,-21843.780333333332
5399,3785871,7956.8330000000005,566.0,1589.0,3291.333,1222.3333,111000,1288.1666999999998,93463.0,15408.917,5136.305666666666
5400,3785881,14849.225,0.0,652.0,5497.6669999999995,1833.3333,279386,6866.224700000001,177368.6,29492.925000000003,9830.975
5401,3785921,10221.833,0.0,1543.0,5623.6669999999995,910.0,79000,2145.166000000001,72751.8,7966.117,2655.3723333333332
5402,3785931,16423.333,301.0,2825.667,4352.667,736.6667,118000,8207.332299999998,93640.0,6986.667000000001,2328.8890000000006
5403,3785941,7708.0,173.0,1860.0,2215.0,1170.0,118200,2290.0,98787.0,16988.75,5662.916666666667
5404,3785951,18516.233,209.0,1560.6670000000001,10899.0,1993.3333,84348,3854.2327000000005,137046.8,15745.466999999997,5248.488999999999
5405,3785961,3718.833,170.0,758.0,1887.0,260.0,883933,643.8330000000001,-270933.4,-71452.183,-23817.394333333334
5406,3785971,3231.0,260.0,467.0,2018.0,390.0,17400,96.0,17425.0,1125.25,375.0833333333333
5407,3785981,1998.0,40.0,0.0,1204.0,104.0,19575,650.0,19575.0,2895.75,965.25
5408,3786021,4362.167,70.0,623.0,1875.3329999999999,1603.3333,16400,190.5007000000005,16101.0,-336.91700000000037,-112.3056666666668
5409,3786031,3758.333,261.0,34.0,1201.0,745.3333,2500,1516.9996999999998,2500.0,-3133.333,-1044.4443333333334
5410,3786041,566.6669999999999,0.0,0.0,40.0,520.0,0,6.666999999999916,4651.8,596.2830000000001,198.76100000000005
5411,3786051,7596.5,0.0,2480.0,3648.0,780.0,54000,688.5,49929.0,4885.75,1628.5833333333333
5412,3786061,2483.333,160.0,128.0,1730.0,251.3333,9060,213.99969999999985,9060.0,-218.33300000000008,-72.77766666666669
5413,3786081,3687.667,264.0,0.0,1437.0,433.3333,37608,1553.3336999999997,18660.0,977.3330000000001,325.7776666666667
5414,3786091,10750.367,0.0,1955.0,3231.0,2600.0,82000,2964.367,86055.8,10763.583,3587.8610000000003
5415,3786121,4220.0,12.0,473.0,2140.0,996.6667,14800,598.3333000000002,15967.0,-228.25,-76.08333333333333
5416,3786131,1101.667,0.0,140.0,488.333,346.6667,18216,126.66729999999984,18216.0,3452.333,1150.7776666666666
5417,3786151,2791.667,37.0,368.0,1801.3329999999999,536.3333,2254,49.00070000000005,2254.0,-2228.167,-742.7223333333333
5418,3786171,3507.667,114.0,160.0,1310.333,1083.3333,33732,840.0007,18886.0,1213.833,404.61100000000005
5419,3786181,14972.558,335.0,1472.6670000000001,5903.6669999999995,2340.0,162200,4921.224000000002,190913.4,32755.791999999998,10918.597333333333
5420,3786211,18366.167,262.0,5421.0,2408.0,3510.0,28000,6765.167000000001,37271.0,-9048.417000000001,-3016.1390000000006
5421,3786221,8242.733,50.0,1600.0,2236.333,1083.3333,0,3273.0667000000003,61752.4,7195.367,2398.4556666666667
5422,3786233,1806.6670000000001,0.0,0.0,1330.0,390.0,0,86.66700000000014,2083.2,-1285.8670000000002,-428.6223333333334
5423,3786241,4960.333,579.0,0.0,2368.0,1840.0,1026,173.33299999999963,1026.0,-4703.833,-1567.9443333333331
5424,3786271,1518.6670000000001,60.0,0.0,326.0,589.3333,11988,543.3337000000001,12028.0,1488.3329999999999,496.11099999999993
5425,3786301,8549.333,224.0,1936.0,3540.0,970.6667,111000,1878.6663000000008,103726.0,17382.167,5794.055666666667
5426,3786381,1773.6670000000001,0.0,607.0,845.3330000000001,303.3333,10800,18.00070000000005,10800.0,926.3329999999999,308.7776666666666
5427,3786411,6444.7,368.0,900.0,3068.0,1386.6667,0,722.0333,49000.8,5805.500000000001,1935.166666666667
5428,3786421,9781.667,50.0,1468.0,4310.0,1272.6667,56000,2681.0002999999997,53341.0,3553.5830000000005,1184.5276666666668
5429,3786461,2684.5,431.0,0.0,1800.0,86.6667,12000,366.8332999999998,11797.0,264.75,88.25
5430,3786471,2220.333,112.0,0.0,934.0,225.3333,15056,948.9997000000001,15056.0,1543.667,514.5556666666666
5431,3786511,2358.333,0.0,1080.0,510.0,693.3333,11784,74.99969999999985,11784.0,587.6669999999999,195.88899999999998
5432,3786521,7098.1669999999995,260.0,2127.0,3342.0,350.6667,49921,1018.5002999999997,45281.0,4222.0830000000005,1407.361
5433,3786531,4369.8,136.0,250.0,1666.6670000000001,606.6667,43000,1710.4663,39469.6,5497.599999999999,1832.533333333333
5434,3786541,15959.891000000001,838.0,920.0,7822.0,2114.6667,153000,4265.224300000002,120056.0,14054.108999999999,4684.7029999999995
5435,3786573,9674.6,259.0,2370.0,3372.0,1343.3333,0,2330.2667,68171.6,7368.300000000001,2456.1000000000004
5436,3786581,4602.0,148.0,613.0,1990.3329999999999,866.6667,33456,984.0003000000006,33456.0,3762.0,1254.0
5437,3786611,9314.333,413.0,1952.3329999999999,3652.0,1213.3333,67000,2083.6667000000007,59233.0,5493.9169999999995,1831.3056666666664
5438,3786621,8589.667,463.0,1619.0,3076.0,1103.3333,61000,2328.333699999999,57281.0,5730.5830000000005,1910.1943333333336
5439,3786633,11458.0,500.0,1870.6670000000001,3989.0,1646.6667,92000,3451.6663,78753.0,8230.25,2743.4166666666665
5440,3786641,12650.533000000001,1720.0,1196.667,3858.0,2606.6667,41001,3269.199300000002,40711.8,-2472.5830000000005,-824.1943333333335
5441,3786661,15404.333,1356.0,2300.0,7161.6669999999995,2353.3333,64200,2233.332700000001,73866.6,3062.317000000001,1020.7723333333337
5442,3786691,6629.5,190.0,193.333,3070.0,1213.3333,80000,1962.8337000000001,84555.6,14509.400000000001,4836.466666666667
5443,3786721,2791.5,140.0,724.6669999999999,1336.0,294.6667,18000,296.16629999999986,16763.0,1399.25,466.4166666666667
5444,3786741,7537.5,222.0,2268.667,2868.667,780.0,33412,1398.1660000000002,37747.0,1899.25,633.0833333333334
5445,3786751,9864.0,285.0,1670.0,4701.667,1300.0,80000,1907.3329999999996,69619.0,7540.75,2513.5833333333335
5446,3786761,7168.6669999999995,546.0,773.6669999999999,2532.667,1950.0,35001,1366.3329999999996,42891.0,3554.0830000000005,1184.6943333333336
5447,3786781,11511.667,220.0,1725.0,3209.0,2470.0,96000,3887.6669999999995,83352.0,9326.333,3108.777666666667
5448,3786791,6049.3330000000005,192.0,525.0,2774.0,1690.0,14600,868.3330000000005,14600.0,-2399.3330000000005,-799.7776666666668
5449,3786804,557.1669999999999,0.0,120.0,0.0,173.3333,5000,263.8336999999999,5383.0,788.5830000000001,262.86100000000005
5450,3786821,3979.333,0.0,279.0,1850.0,1126.6667,23001,723.6663000000003,21279.0,1340.417,446.80566666666664
5451,3786841,12967.223999999998,278.0,500.0,2805.0,2784.6667,9108,6599.557299999999,76279.8,6102.726000000002,2034.2420000000009
5452,3786871,1881.6670000000001,0.0,0.0,530.0,1126.6667,21908,225.00030000000015,21908.0,3595.3329999999996,1198.4443333333331
5453,3786881,6696.3330000000005,190.0,1792.0,1381.0,953.3333,19794,2379.9997000000003,19494.0,-1822.8330000000005,-607.6110000000002
5454,3786901,8009.0,93.0,2234.0,1562.6670000000001,1170.0,120000,2949.3329999999996,97941.0,16476.25,5492.083333333333
5455,3786941,4535.0,184.0,595.0,3366.0,303.3333,2000,86.66669999999976,2000.0,-4035.0,-1345.0
5456,3797441,3485.333,91.0,511.667,2361.667,277.6667,51980,243.3323000000005,48293.0,8587.917,2862.6389999999997
5457,3797451,4310.9,124.667,240.0,2243.25,758.3333,90600,944.6496999999999,88734.2,17872.65,5957.55
5458,3797461,12516.75,283.0,1125.667,5067.0,1274.6667,414386,4766.416300000001,268616.6,54637.399999999994,18212.466666666664
5459,3797481,2389.0,0.0,540.0,720.0,433.3333,16900,695.6667,16204.0,1662.0,554.0
5460,3797511,2898.333,0.0,679.0,1330.0,628.3333,12000,260.99969999999985,11959.0,91.41699999999992,30.472333333333307
5461,3797521,3805.833,123.0,1035.0,604.3330000000001,866.6667,100000,1176.8332999999998,88627.0,18350.917,6116.972333333334
5462,3797591,5439.8330000000005,221.0,1913.0,649.3330000000001,606.6667,140000,2049.8333000000002,111441.0,22420.417,7473.472333333334
5463,3797601,5989.8330000000005,71.0,528.0,1826.0,455.0,101000,3109.8330000000005,86990.0,15757.667,5252.555666666666
5464,3797611,1290.2169999999999,0.0,23.333000000000002,313.33299999999997,693.6667,0,259.88429999999994,20773.6,3903.183,1301.061
5465,3797621,6410.8330000000005,167.0,146.0,2486.0,784.3333,50000,2827.4997000000003,47325.0,5420.4169999999995,1806.8056666666664
5466,3797631,656.6669999999999,0.0,200.0,0.0,346.6667,0,110.00029999999992,3731.2,276.13300000000004,92.04433333333334
5467,3797641,1806.0829999999999,10.0,32.667,658.0,411.6667,10000,693.7492999999997,11164.0,984.9170000000001,328.3056666666667
5468,3797661,4165.717000000001,70.0,670.0,2605.333,455.0,24000,365.38400000000047,47378.8,7678.983,2559.661
5469,3797681,1429.0,41.0,341.0,291.0,572.0,19760,184.0,19760.0,3511.0,1170.3333333333333
5470,3797691,1386.0,0.0,1.0,610.0,260.0,12000,515.0,12000.0,1614.0,538.0
5471,3797701,1420.067,0.0,300.0,582.0,216.6667,10788,321.4003,33829.8,7037.383000000001,2345.7943333333337
5472,3797721,6229.5,400.0,620.0,1962.0,918.6667,76000,2328.8333000000002,71845.0,11731.75,3910.5833333333335
5473,3797741,200.0,0.0,60.0,0.0,86.6667,0,53.33330000000001,-115.0,-228.75,-76.25
5474,3797761,1659.0829999999999,21.0,421.0,518.0,186.3333,25000,512.7496999999998,22217.0,3895.1670000000004,1298.3890000000001
5475,3797771,4073.667,11.0,0.0,3782.333,52.0,90899,228.33399999999983,65147.9,12213.308,4071.102666666667
5476,3797841,2176.583,39.0,150.0,1321.0,195.0,38000,471.5830000000001,41644.0,8234.417,2744.8056666666666
5477,3797851,3465.583,0.0,0.0,2258.333,715.3333,0,491.9167000000002,54552.4,10172.517,3390.839
5478,3797871,1422.0,92.0,185.333,720.0,273.0,18952,151.66699999999992,19727.0,3509.75,1169.9166666666667
5479,3797881,3047.7790000000005,428.0,482.0,789.0,303.3333,8532,1045.4457000000004,44034.4,7960.821,2653.607
5480,3797931,5010.032999999999,110.0,20.0,2904.25,1170.0,6212,805.7829999999994,6477.6,-3390.6329999999994,-1130.2109999999998
5481,3797951,6545.6669999999995,498.0,474.0,3147.0,1863.3333,39999,563.3336999999992,36015.0,2458.0830000000005,819.3610000000002
5482,3797961,1658.9170000000001,225.0,412.667,308.0,325.0,30000,388.2500000000002,26430.0,4948.583,1649.5276666666666
5483,3798001,3786.9,32.0,394.0,2760.667,52.0,34000,548.2330000000002,34224.4,4769.200000000001,1589.7333333333336
5484,3798011,2678.333,110.0,85.0,1488.3329999999999,173.3333,45000,821.6667000000002,39977.0,7315.9169999999995,2438.6389999999997
5485,3798041,12661.583,110.0,10050.0,411.667,1126.6667,15608,963.2493000000013,32227.6,-4604.683000000001,-1534.8943333333336
5486,3798051,1085.667,150.0,0.0,780.0,151.6667,2315,4.000299999999925,2315.0,-506.9169999999999,-168.9723333333333
5487,3798091,8868.474,225.0,0.0,5077.25,823.3333,187500,2742.8907,287040.5,62891.651,20963.883666666665
5488,3798101,2360.333,5.0,183.0,1393.0,541.6667,20000,237.66630000000032,28742.0,4825.1669999999995,1608.389
5489,3798121,6244.5,293.0,1755.3329999999999,2991.0,403.3333,59020,801.8337000000001,54026.0,7262.0,2420.6666666666665
5490,3798131,1049.0,38.0,80.0,345.333,390.0,20136,195.66699999999992,10020.0,1456.0,485.3333333333333
5491,3798151,3124.583,30.0,390.0,1665.0,498.3333,70000,541.2496999999998,57143.0,11161.167,3720.3889999999997
5492,3798171,4841.417,235.0,1215.0,1512.0,606.6667,81000,1272.7503000000006,72163.0,13199.332999999999,4399.777666666666
5493,3798191,621.6669999999999,112.0,85.0,228.667,173.3333,5400,22.666699999999878,5402.0,728.8330000000001,242.94433333333336
5494,3798221,4576.25,149.0,1964.0,1037.667,459.3333,53535,966.2497000000003,34284.6,3994.8999999999996,1331.6333333333332
5495,3798231,4259.667,58.0,120.0,967.6669999999999,476.6667,54016,2637.3333000000002,43588.2,6637.382999999999,2212.461
5496,3798251,4211.0,64.0,545.0,2314.667,826.6667,58200,460.66629999999986,51700.6,8714.15,2904.7166666666667
5497,3798261,1453.6670000000001,116.0,0.0,467.333,258.3333,25788,612.0007,25410.0,4898.833,1632.9443333333331
5498,3798271,4772.917,132.0,592.0,834.3330000000001,650.0,83700,2564.5840000000003,71723.0,13157.832999999999,4385.944333333333
5499,3798291,8958.667,204.0,2140.0,1251.333,585.0,120000,4778.333999999999,100089.0,16063.583,5354.527666666667
5500,3798341,4374.917,7.0,672.0,2086.667,520.0,107644,1089.2500000000005,115839.2,24584.882999999998,8194.961
5501,3798351,4684.0,567.0,698.3330000000001,2028.0,1256.6667,0,134.0002999999997,1581.2,-4288.7,-1429.5666666666666
5502,3798361,3519.5,113.0,381.0,1899.0,943.0,44464,183.5,44464.0,7596.5,2532.1666666666665
5503,3798381,4264.45,85.0,350.0,1425.6670000000001,953.3333,0,1450.4496999999997,104632.4,21893.649999999998,7297.883333333332
5504,3798391,2756.25,37.0,108.333,1407.0,498.3333,60000,705.5837000000001,53777.0,10688.0,3562.6666666666665
5505,3798411,8420.35,110.0,950.0,4869.25,845.0,1608,1646.1000000000004,94110.8,15107.35,5035.783333333334
5506,3798421,3819.0,368.0,560.0,1656.3329999999999,563.3333,60505,671.3337000000001,54247.0,9742.75,3247.5833333333335
5507,3798431,4842.983,10.0,819.0,2536.5,674.0,51000,803.4830000000002,51575.8,8050.967000000001,2683.655666666667
5508,3798441,2074.083,83.0,125.0,1426.3329999999999,325.0,22668,114.75000000000023,22854.0,3639.417,1213.139
5509,3798481,1662.3670000000002,77.0,402.333,758.0,173.3333,0,251.7007000000001,28240.0,5397.633,1799.211
5510,3798491,8953.779,1292.0,962.6669999999999,3039.0,1191.6667,160000,2468.445300000001,167474.6,32914.871,10971.623666666666
5511,3798541,4364.267,195.0,80.0,2256.667,650.0,0,1182.6,87215.6,17439.633,5813.211
5512,3798581,4190.25,99.0,555.0,1512.6670000000001,628.3333,86300,1395.2496999999994,77686.4,15231.349999999999,5077.116666666666
5513,3798591,1926.3329999999999,133.0,309.33299999999997,1144.0,303.3333,19908,36.666699999999764,21108.0,3350.6670000000004,1116.8890000000001
5514,3798601,2674.667,109.0,700.0,536.0,780.0,37380,549.6669999999999,37380.0,6670.3330000000005,2223.4443333333334
5515,3798611,10654.167,205.0,899.6669999999999,5827.6669999999995,1739.6667,101200,1982.1663000000008,82713.0,10024.083,3341.3610000000003
5516,3798631,2278.467,0.0,50.0,1649.6670000000001,368.6667,0,210.13329999999996,29200.6,5021.682999999999,1673.894333333333
5517,3798642,0.0,0.0,0.0,0.0,0.0,0,0.0,1670.4,417.6,139.20000000000002
5518,3798671,5282.9169999999995,25.0,855.0,1558.3329999999999,975.0,100000,1869.5839999999998,90463.0,17332.833,5777.611
5519,3798682,1681.0,76.0,766.6669999999999,656.3330000000001,130.0,23605,52.0,23605.0,4220.25,1406.75
5520,3798694,6278.767,230.0,800.0,2392.0,1430.0,0,1426.7669999999998,60668.0,8888.233,2962.7443333333335
5521,3798701,5096.567,529.0,944.0,1441.3329999999999,496.6667,100000,1685.5673000000006,78220.8,14458.633000000002,4819.544333333334
5522,3798711,10705.196000000002,191.0,984.0,6467.0,455.0,233008,2608.1960000000017,188180.0,36339.804,12113.267999999998
5523,3798734,5518.1669999999995,70.0,1606.6670000000001,1609.6670000000001,693.3333,131400,1538.4996999999994,108038.0,21491.333,7163.777666666666
5524,3798761,12888.396,0.0,135.0,1591.0,2691.6667,0,8470.7293,57748.6,1548.753999999999,516.251333333333
5525,3798771,695.1669999999999,47.0,20.0,153.833,258.3333,20458,216.00069999999994,20458.0,4419.3330000000005,1473.111
5526,3798811,13181.667,150.0,1116.667,5392.3330000000005,1975.0,38256,4547.6669999999995,38376.0,-3587.6669999999995,-1195.889
5527,3798821,2546.0,0.0,100.0,971.0,1105.0,25608,370.0,25608.0,3856.0,1285.3333333333333
5528,3798831,8523.596,150.0,218.0,1683.6670000000001,520.0,215400,5951.928999999999,226019.2,47981.204000000005,15993.734666666669
5529,3798841,1128.75,105.0,521.0,295.0,65.0,15790,142.75,22540.0,4506.25,1502.0833333333333
5530,3798851,1811.6670000000001,0.0,930.0,383.333,281.6667,980,216.66730000000007,980.0,-1566.6670000000001,-522.2223333333334
5531,3798881,4629.8,225.0,105.0,2213.333,650.0,84000,1436.467,95364.6,19211.350000000002,6403.783333333334
5532,3798891,3266.617,46.0,402.0,1934.25,476.6667,12000,407.7003000000004,26872.8,3451.5829999999996,1150.5276666666666
5533,3798931,5527.5830000000005,322.0,692.3330000000001,1545.3329999999999,303.3333,188801,2664.5837,156727.0,33654.167,11218.055666666667
5534,3798951,6243.5830000000005,262.0,569.0,3266.25,650.0,120001,1496.3330000000005,106928.0,20488.417,6829.472333333334
5535,3798961,4739.667,78.0,1490.0,2220.333,671.6667,37701,279.66730000000007,37516.0,4639.333,1546.4443333333331
5536,3798971,5060.25,111.0,686.6669999999999,2695.667,715.0,85000,851.9160000000002,78894.0,14663.25,4887.75
5537,3798991,1178.167,0.0,352.0,233.5,281.6667,15408,311.0002999999999,15303.0,2647.583,882.5276666666667
5538,3799001,2886.333,99.0,0.0,1865.0,433.3333,16608,488.99969999999985,16608.0,1265.667,421.88899999999995
5539,3799011,1396.6670000000001,48.0,346.0,611.0,216.6667,26400,175.00030000000015,23532.0,4486.333,1495.4443333333331
5540,3799031,11269.167,179.0,4103.667,4360.667,1108.0,172000,1517.8329999999987,147853.0,25694.083,8564.694333333333
5541,3799041,9402.75,653.0,3606.667,1890.6670000000001,1083.3333,130192,2169.0827,114324.0,19178.25,6392.75
5542,3799121,2149.0,74.0,414.0,1206.0,455.0,4268,0.0,4268.0,-1082.0,-360.6666666666667
5543,3799141,11332.7,165.0,784.6669999999999,6135.3330000000005,650.0,159000,3597.7000000000007,131141.2,21452.600000000002,7150.866666666668
5544,3799201,18757.561999999998,455.0,2526.667,6253.0,2986.3333,279198,6536.561699999998,274431.8,49850.388,16616.796
5545,3799211,260.0,0.0,0.0,0.0,260.0,0,0.0,2320.8,320.20000000000005,106.73333333333335
5546,3799231,3330.8,106.0,85.0,997.3330000000001,866.6667,110454,1275.8002999999999,102183.0,22214.95,7404.983333333334
5547,3799251,11533.446000000002,715.0,1047.0,2487.333,583.3333,377978,6700.779700000001,249340.6,50801.704,16933.90133333333
5548,3799261,1404.25,500.0,80.0,376.667,325.0,3276,122.58300000000008,3492.0,-531.25,-177.08333333333334
5549,3799271,8880.7,85.0,2309.333,2626.0,1368.6667,51600,2491.7003000000004,138817.4,25823.649999999998,8607.883333333333
5550,3799281,5246.533,188.0,466.0,2519.0,463.6667,79000,1609.8663000000006,72088.6,12775.617000000002,4258.539000000001
5551,3799301,2513.167,153.0,298.0,763.0,820.3333,41000,478.8336999999999,38488.0,7108.8330000000005,2369.6110000000003
5552,3799311,10157.6,224.0,540.0,2360.0,1386.6667,206000,5646.933300000001,170122.6,32373.050000000003,10791.016666666668
5553,3799341,13588.7,288.0,230.0,8254.333,1137.6667,129133,3678.7003000000004,121475.8,16780.25,5593.416666666667
5554,3799381,5268.25,337.0,551.0,3319.667,433.3333,75000,627.2497000000003,66512.0,11359.75,3786.5833333333335
5555,3799391,4504.0,85.0,407.0,1550.3329999999999,756.6667,80000,1705.0003000000002,76851.0,14708.75,4902.916666666667
5556,3799401,2022.6670000000001,137.0,578.0,406.0,671.6667,30228,230.00030000000015,30083.0,5498.083,1832.6943333333331
5557,3799461,3301.917,269.0,486.0,922.6669999999999,762.6667,21388,861.5832999999998,22408.0,2300.083,766.6943333333334
5558,3799491,6665.8330000000005,856.0,1914.0,1580.0,650.0,75000,1665.8330000000005,63063.0,9099.917,3033.3056666666666
5559,3799503,2056.917,157.0,94.0,1112.0,170.0,30000,523.9169999999999,27515.0,4821.8330000000005,1607.2776666666668
5560,3799521,5968.6,183.0,1270.0,2345.0,841.6667,100800,1328.9333000000006,99407.8,18883.35,6294.45
5561,3799534,1054.167,20.0,92.0,645.0,173.3333,16899,123.83369999999991,21281.0,4266.0830000000005,1422.0276666666668
5562,3799611,4225.5,100.0,3197.0,383.0,346.6667,39764,198.83330000000024,40141.0,5809.75,1936.5833333333333
5563,3799621,3440.667,20.0,292.0,1194.667,628.3333,39200,1305.6667000000002,37349.0,5896.5830000000005,1965.5276666666668
5564,3799631,4217.083,268.0,800.0,1421.1670000000001,628.3333,54000,1099.582699999999,52071.0,8800.667000000001,2933.555666666667
5565,3799641,2265.667,34.0,186.0,1052.0,476.6667,48000,517.0002999999999,42813.0,8437.583,2812.527666666667
5566,3799651,1896.6670000000001,126.0,275.0,594.0,476.6667,15975,425.00030000000015,15975.0,2097.0829999999996,699.0276666666665
5567,3799661,1157.5,53.0,164.333,309.0,364.0,20208,267.16700000000003,20124.4,3873.6000000000004,1291.2
5568,3799671,3542.0,10.0,40.0,2008.0,1384.0,48000,100.0,48000.0,8458.0,2819.3333333333335
5569,3799681,1844.3329999999999,0.0,214.0,708.3330000000001,325.0,0,596.9999999999998,27226.8,4962.367,1654.1223333333335
5570,3799691,2767.583,181.0,874.0,621.0,290.3333,67500,801.2497000000001,55689.0,11154.667,3718.222333333333
5571,3799701,2387.283,130.0,569.6669999999999,919.0,303.3333,17000,465.2827,16063.0,1628.467,542.8223333333334
5572,3799711,1370.3329999999999,0.0,30.0,634.3330000000001,499.3333,1608,206.66669999999976,24716.8,4808.867,1602.9556666666667
5573,3799751,6262.6669999999995,919.0,604.6669999999999,621.6669999999999,1068.6667,37584,3048.6663,37584.0,3133.3330000000005,1044.4443333333336
5574,3799774,17723.65,0.0,700.0,3997.333,433.3333,12000,12592.9837,11598.8,-14823.95,-4941.316666666667
5575,3799791,3317.0,0.0,0.0,2772.0,0.0,15746,545.0,15746.0,619.5,206.5
5576,3799811,5470.0830000000005,383.0,718.6669999999999,2127.667,1083.3333,112000,1157.4157000000005,94507.0,18156.667,6052.222333333334
5577,3799871,1030.667,0.0,167.667,225.0,255.6667,19608,382.3332999999999,19608.0,3871.333,1290.4443333333334
5578,3799891,1245.333,90.0,30.0,543.0,281.6667,35541,300.6663000000001,35059.0,7519.4169999999995,2506.472333333333
5579,3799911,2517.333,281.0,290.0,802.6669999999999,303.3333,23691,840.3327000000002,23543.0,3368.417,1122.8056666666666
5580,3799931,1318.0,0.0,50.0,939.0,195.0,21744,134.0,12352.2,1770.0500000000002,590.0166666666668
5581,3799941,2569.779,0.0,433.333,663.3330000000001,411.6667,7500,1061.4462999999998,30682.4,5100.821,1700.2736666666667
5582,3799961,7388.6669999999995,502.0,635.0,3021.667,580.0,175200,2650.0,147820.6,29566.483,9855.494333333334
5583,3799971,2621.917,92.0,0.0,827.1669999999999,216.6667,82448,1486.0833,68038.0,14387.583,4795.861
5584,3799981,15481.333,66.0,700.0,926.3330000000001,1256.6667,175000,12532.3333,144803.0,20719.417,6906.472333333334
5585,3799991,3871.617,117.0,760.0,1090.0,541.6667,50000,1362.9503000000004,54988.0,9875.383,3291.7943333333333
5586,3800031,2051.383,0.0,410.0,538.3330000000001,368.3333,98000,734.7166999999997,82666.0,18615.117,6205.039
5587,3800041,2421.55,280.0,33.333,1087.333,424.0,0,596.884,48592.2,9726.5,3242.1666666666665
5588,3800063,12767.917,199.0,1026.667,5462.3330000000005,703.3333,197000,5376.583699999999,169912.0,29710.083,9903.360999999999
5589,3800081,3446.133,91.0,574.0,1183.0,541.6667,40275,1056.4663,44862.2,7769.4169999999995,2589.8056666666666
5590,3800111,3311.167,247.0,193.0,1307.667,346.0,62440,1217.5,55018.0,10443.333,3481.1110000000003
5591,3800121,1518.5,223.0,20.0,594.8330000000001,164.6667,0,516.0002999999999,13676.0,1900.5,633.5
5592,3800154,5774.111999999999,89.0,1876.6670000000001,658.0,823.3333,1608,2327.1116999999986,195818.8,43180.587999999996,14393.529333333332
5593,3800251,898.6669999999999,0.0,4.333,348.333,182.0,8192,364.00099999999986,4822.0,306.8330000000001,102.27766666666669
5594,3800261,28449.891,1249.0,1064.667,11078.333,1573.3333,265386,13484.5577,229367.2,28891.909000000003,9630.636333333334
5595,3800271,2992.85,100.0,150.0,1598.0,693.3333,40875,451.5166999999997,36039.8,6017.1,2005.7
5596,3800281,11247.0,735.0,345.0,2603.333,1891.3333,192000,5672.3337,151573.0,26646.25,8882.083333333334
5597,3800291,17908.587,125.0,1272.333,2770.333,849.3333,173000,12891.5877,148048.0,19103.413,6367.8043333333335
5598,3800351,12862.946000000002,270.0,2029.6670000000001,5933.0,1851.3333,143600,2778.9457,165756.0,28576.053999999996,9525.351333333332
5599,3800411,2506.25,99.0,548.6669999999999,913.0,346.6667,25921,598.9163000000001,34888.0,6215.75,2071.9166666666665
5600,3800421,3753.15,30.0,207.333,1679.0,520.0,48000,1316.817,51000.6,8997.0,2999.0
5601,3800431,3002.583,0.0,641.0,981.0,816.6667,51455,563.9163000000003,54579.0,10642.167,3547.3889999999997
5602,3800441,4539.8,62.0,1550.0,1873.5,650.0,43000,404.3000000000002,60782.0,10655.7,3551.9
5603,3800521,6673.5830000000005,35.0,1372.0,4305.0,606.6667,15040,354.9163000000008,23697.0,-749.3330000000005,-249.77766666666685
5604,3800541,4604.667,120.0,1450.0,1400.0,1321.6667,47000,313.0003000000006,45768.4,6837.433,2279.144333333333
5605,3800561,1075.417,0.0,126.667,510.0,277.3333,14185,161.41669999999988,13746.0,2361.083,787.0276666666667
5606,3800581,1308.633,0.0,308.33299999999997,153.0,99.6667,39296,747.6333000000001,36298.0,7765.867,2588.6223333333332
5607,3800611,6194.25,42.0,243.0,2248.25,329.3333,65348,3331.6666999999998,80667.4,13972.599999999999,4657.533333333333
