,Income_AT,Expenses,Housing,Food,Transport,Entertainment,Luxury,Age,Education,Inc_cat
2927,7108.416666666667,4684.0,890.6666666666666,780.0,1438.0,557.3333333333334,1575.3333333333333,50,14,8
2928,2595.9166666666665,2215.3333333333335,554.6666666666666,216.66666666666666,272.3333333333333,85.0,1171.6666666666667,87,12,4
2929,7949.25,5342.916666666667,2166.6666666666665,736.6666666666666,1079.0,180.0,1360.5833333333333,29,12,8
2930,7857.166666666667,8649.416666666666,2565.6666666666665,498.3333333333333,1243.0,172.0,4342.416666666667,37,15,8
2931,769.0,1007.6666666666666,504.6666666666667,325.0,0.0,55.666666666666664,178.0,70,12,0
2932,4996.566666666667,4513.349999999999,2080.6666666666665,996.6666666666666,421.3333333333333,224.33333333333334,1014.683333333333,42,12,6
2933,2881.7333333333336,2427.7000000000003,354.1666666666667,433.3333333333333,535.6666666666666,83.33333333333333,1104.5333333333335,68,12,4
2934,1328.75,2032.1666666666667,496.1666666666667,433.3333333333333,98.33333333333333,0.0,1004.3333333333334,63,12,1
2935,2735.25,3100.8333333333335,1395.6666666666667,476.6666666666667,418.6666666666667,207.66666666666666,809.8333333333334,68,13,4
2936,2841.866666666667,4366.849999999999,1399.3333333333333,1993.3333333333333,439.0,167.33333333333334,535.183333333333,36,12,4
2937,1963.3333333333333,4646.666666666667,1611.3333333333333,1541.3333333333333,912.3333333333334,401.0,581.6666666666666,65,12,2
2938,5052.099999999999,5639.483333333334,2580.6666666666665,1256.6666666666667,326.6666666666667,294.3333333333333,1475.4833333333336,29,16,7
2939,2309.0,1319.3333333333333,991.6666666666666,156.0,50.0,0.0,121.66666666666667,87,10,3
2940,369.8666666666666,1317.6666666666667,1057.6666666666667,294.6666666666667,92.0,0.0,-126.66666666666667,60,12,0
2941,2808.0833333333335,3686.5,2203.3333333333335,796.6666666666666,241.66666666666666,83.33333333333333,444.8333333333333,40,13,4
2942,3727.75,3685.5833333333335,1045.0,840.0,1081.6666666666667,160.0,718.9166666666666,42,14,5
2943,2992.1666666666665,2341.3333333333335,618.0,780.0,150.0,311.6666666666667,793.3333333333334,76,15,4
2944,2959.75,6558.666666666667,1835.0,1733.3333333333333,670.6666666666666,1432.3333333333333,2319.6666666666665,75,15,4
2945,6029.75,3188.25,1154.6666666666667,346.6666666666667,571.6666666666666,16.666666666666668,1115.25,42,13,7
2946,9311.666666666666,5110.833333333333,1936.0,801.6666666666666,884.3333333333334,129.0,1488.8333333333333,57,12,9
2947,1865.6666666666667,1631.0,866.6666666666666,416.0,307.3333333333333,0.0,41.0,62,12,2
2948,3945.3333333333335,4715.866666666667,1823.3333333333333,1040.0,998.6666666666666,103.33333333333333,853.8666666666668,36,11,5
2949,1536.6666666666667,2776.0,1732.0,420.3333333333333,0.0,89.66666666666667,623.6666666666666,75,15,1
2950,11095.616666666667,9538.495666666668,3323.3333333333335,1128.3333333333333,2104.3333333333335,168.33333333333334,2982.495666666667,42,16,9
2951,125.25,677.0,316.0,99.66666666666667,195.0,13.333333333333334,66.33333333333333,68,11,0
2952,3651.6666666666665,5736.0,3984.0,693.3333333333334,264.0,152.66666666666666,794.6666666666666,87,12,5
2953,6721.416666666667,5400.0,1826.0,1068.3333333333333,1335.3333333333333,335.0,1170.3333333333333,25,15,8
2954,4290.5,2563.3333333333335,770.0,433.3333333333333,546.0,0.0,814.0,46,13,6
2955,1488.8166666666666,1056.0,536.6666666666666,433.3333333333333,0.0,86.0,86.0,21,13,1
2956,2455.7999999999997,2355.35,586.3333333333334,693.3333333333334,829.0,85.0,246.6833333333334,29,12,3
2957,4771.166666666667,4572.083333333333,1003.8333333333334,1162.6666666666667,727.3333333333334,278.0,1678.25,37,14,6
2958,4849.833333333333,1997.3333333333333,1366.0,498.3333333333333,90.0,0.0,43.0,77,13,6
2959,5721.583333333333,4748.083333333333,1465.3333333333333,865.6666666666666,583.6666666666666,350.0,1833.4166666666667,53,12,7
